Date,Bid,Descript
2018-07-16,000063.SZ,三大 概念 受 亿 主力 资金 追捧 
2018-07-16,000063.SZ,小牛 奔腾 之 涨停 股 揭秘 G 板块 掀 涨停 潮 
2018-07-16,000063.SZ,机构 资金 流向 每日 分析 中兴通讯 仅以 亿 机构 净流入 资金 封 涨停 
2018-07-16,000063.SZ,中兴通讯 龙虎榜 数据 月日 
2018-07-16,000063.SZ,中兴通讯 A股 再度 涨停 一 机构 席位 买入 亿元 
2018-07-16,000063.SZ,中兴通讯 引领 云 计算 逆势 吸金 平安 系 两股 净流出 居前 
2018-07-16,000063.SZ,揭秘 涨停板 中兴通讯 封 涨停 G 概念股 掀 涨停 潮 
2018-07-16,000063.SZ,公告 中兴通讯 股份有限公司 内幕消息 公告 
2018-07-16,000063.SZ,午评 恒指 高开低走 跌 中兴通讯 H股 涨 逾 
2018-07-16,000063.SZ,中兴 公告 禁令 解除 中兴通讯 今日 A股 涨停 
2018-07-16,000063.SZ,中兴通讯 H股 早盘 大涨 
2018-07-16,000063.SZ,中兴通讯 H股 午盘 收涨 报 港元 
2018-07-16,000063.SZ,恒指 早盘 跌 报点 中兴通讯 H股 大涨 
2018-07-16,000063.SZ,今日 月日 中兴通讯 股票行情 观点 跳空 强势 上扬 持有 为宜 
2018-07-16,000063.SZ,拒绝 令 解除 中兴通讯 再度 涨停 
2018-07-16,000063.SZ,G 概念 高开高 走 沃特股份 等 股 涨停 
2018-07-16,000063.SZ,快讯 G 概念股 集体 异动 拉升 中兴通讯 涨停 
2018-07-16,000063.SZ,中兴通讯 强势 涨停 封单 超 万手 换手率 近 
2018-07-16,000063.SZ,中兴通讯 涨停 报元 
2018-07-16,000063.SZ,中兴通讯 A股 涨停 近 三个 交易日 累计 升 近三成 
2018-07-16,000063.SZ,G 板块 逆势 走强 意华股份 纵横 通信 先后 封板 
2018-07-16,000063.SZ,中兴通讯 A H股 双双 走高 
2018-07-16,000063.SZ,恒指 高开 报点 中兴通讯 A H股 集体 高开 
2018-07-16,000063.SZ,中兴通讯 A H股 大涨 A股 涨近 H股 涨 逾 
2018-07-15,000063.SZ,反弹 行情 已 在 路上 新 的 战斗 下周 开启 道 达 对话 牛 博士 
2018-07-15,000063.SZ,晚间 重要 公告 年月日 星期日 
2018-07-15,000063.SZ,中兴通讯 BIS 已 终止 拒绝 令 并 将 中兴通讯 从 清单 中 移除 
2018-07-15,000063.SZ,中兴 复活 员工 周末 加班 
2018-07-14,000063.SZ,晨讯速运 完成 亿美金 融资 中兴通讯 因 亿美元 罚款 上半年 预亏 超 亿元 
2018-07-14,000063.SZ,中兴通讯 清晨 发消息 满怀信心 再 出发 何惧 道 阻且 长 
2018-07-13,000063.SZ,盈警 中兴通讯 HK 料 中期 亏损 亿 亿元 
2018-07-13,000063.SZ,中兴通讯 发布 年 半年度 业绩 预告 预亏 亿 亿元 
2018-07-13,000063.SZ,中兴通讯 上半年 预亏 亿元 至 亿元 
2018-07-13,000063.SZ,中兴通讯 预计 上半年 净亏 亿 亿元 
2018-07-13,000063.SZ,中兴通讯 大涨 报元 
2018-07-13,000063.SZ,快讯 中兴通讯 开盘 持续 大涨 竞价 接近 涨停 
2018-07-13,000063.SZ,中兴通讯 大涨 报元 
2018-07-13,000063.SZ,中兴通讯 高开 逾 
2018-07-13,000063.SZ,香港 恒生指数 开盘 涨 中兴通讯 涨 
2018-07-13,000063.SZ,中兴通讯 H股 盘前 涨近 昨日 大幅 收涨 
2018-07-13,000063.SZ,中兴通讯 A股 开盘 大涨 
2018-07-13,000063.SZ,信达 看盘 
2018-07-12,000063.SZ,道 达 投资 手记 一大批 个股 涨停 都 有 哪些 特点 
2018-07-12,000063.SZ,安信 通信 日报 美国 FCC 将 于 月 开始 首轮 毫米波 频谱 拍卖 
2018-07-12,000063.SZ,晚间 重要 公告 年月日 星期四 
2018-07-12,000063.SZ,光迅科技 对 中兴通讯 销售额 占 
2018-07-12,000063.SZ,一大批 个股 涨停 都 有 哪些 特点 道 达 投资 手记 
2018-07-12,000063.SZ,中兴通讯 董事会 已 修改 相关 条款 临时 股东大会 将 审议 
2018-07-12,000063.SZ,新 量化 股谈 上证指数 逆转 反包 终于 等到 了 量 
2018-07-12,000063.SZ,中兴通讯 董事会 审议 通过 修改 公司章程 及 董事会 议事规则 的 议案 
2018-07-12,000063.SZ,中兴通讯 将 在 月日 召开 临时 股东大会 
2018-07-12,000063.SZ,中兴通讯 月日 将 审议 修改 公司章程 条款 议案 
2018-07-12,000063.SZ,中兴通讯 一字 涨停 方正 证券 一 营业部 抢筹 逾 万元 
2018-07-12,000063.SZ,中兴通讯 A股 一字 涨停 买 一方 正 证券 上海 杨高 南路 买入 万元 
2018-07-12,000063.SZ,收评 中兴通讯 强势 涨停 A股 人气 回暖 收涨 
2018-07-12,000063.SZ,中兴 是 复活 了 但 以后 可能 要 换个 活法 了 
2018-07-12,000063.SZ,巨丰微 策略 抄底 一定 要 注意 的 事 
2018-07-12,000063.SZ,巨丰 资金 流向 市场 强势 反弹 一扫 贸易 阴霾 电子元件 板块 成 今日 吸金 王 
2018-07-12,000063.SZ,打破 僵局 市场 进入 做 多 周期 短线 积极 加仓 
2018-07-12,000063.SZ,中兴通讯 上升 趋势 强劲 H股 现 涨幅 扩至 近 
2018-07-12,000063.SZ,新华社 传递 利好 两市 应声 大涨 
2018-07-12,000063.SZ,中兴通讯 A股 百万 手 买单 封 涨停 H股 盘中 大涨 
2018-07-12,000063.SZ,谁 也 阻止不了 中兴 前进 的 脚步 月 发明 授权 专利 中兴 排名 第三 
2018-07-12,000063.SZ,美 取消 制裁 中兴 中兴通讯 A H股 均 大涨 A股 一字 涨停 
2018-07-12,000063.SZ,港股 开市 恒指 低开点 禁令 已除 中兴通讯 涨 
2018-07-12,000063.SZ,中兴通讯 跃升 摩比 发展 上扬 
2018-07-12,000063.SZ,中兴通讯 H股 继续 拉升 盘中 涨幅 超 
2018-07-12,000063.SZ,中兴通讯 涨停 报元 
2018-07-12,000063.SZ,美国 取消 制裁 中兴通讯 开盘 逾 百万 手大单 封死 涨停板 
2018-07-12,000063.SZ,通讯 板块 集体 反弹 中兴通讯 等 开盘 涨停 
2018-07-12,000063.SZ,两市 低开 沪 指跌 石油 板块 领跌 中兴通讯 A股 涨停 
2018-07-12,000063.SZ,中兴通讯 A股 开盘 涨停 百万 手 买单 封板 
2018-07-12,000063.SZ,中兴通讯 A股 涨停 H股 高开近 
2018-07-12,000063.SZ,中兴通讯 A股 开盘 涨停 H股 大涨 
2018-07-12,000063.SZ,港股 中兴通讯 开盘 涨近 
2018-07-12,000063.SZ,兴全 基金 上半年 只 权益 只 亏损 亿 规模 暴款 亏 
2018-07-11,000063.SZ,港股 异动 中兴通讯 续跌 股价 创近 周 新低 
2018-07-11,000063.SZ,中兴通讯 大跌 报元 
2018-07-10,000063.SZ,中兴 新任 CEO 发 内部 信 加强 内控 建设 完善 合规 体系 
2018-07-10,000063.SZ,中兴通讯 今日 大宗 交易 成交 万股 成交价 元 折价 
2018-07-10,000063.SZ,小米 月日 将 纳入 富时 中国 指数 中兴通讯 被 剔除 
2018-07-10,000063.SZ,富时 指数 月日 富时 中国 指数 将 把 小米 纳入 同时 剔除 中兴通讯 
2018-07-10,000063.SZ,港股 异动 中兴通讯 A股 跌 逾 H股 现跌 
2018-07-10,000063.SZ,中兴通讯 在 香港 一度 跌超 创近 一个月 最大 跌幅 
2018-07-10,000063.SZ,物 联网 芯片 龙头 股票 一览 物 联网 芯片 龙头股 有 哪些 
2018-07-10,000063.SZ,天风 研究 固收 信用 早早 报 月日 
2018-07-10,000063.SZ,出海 记 全球 G 暗战 汹涌 科技 巨头 排位 或 调整 
2018-07-10,000063.SZ,通信 行业 年 中期 投资 策略 短期 看 北斗 云 计算 中长期 看 G 
2018-07-10,000063.SZ,通信 行业 年 第周 周报 BIS 暂 部分 解除 中兴 禁售 令中 移动 加速 G 布局 进程 
2018-07-09,000063.SZ,上周 回顾 中兴 改组 管理层 中 移动 或 率先 实现 G 退网 美政府 拒绝 中 移动 进入 美 市场 
2018-07-09,000063.SZ,通信 行业 中兴 获得 临时 许可证 关注 中 报 业绩 高 增长 个股 
2018-07-08,000063.SZ,中兴 新帅 徐子阳能 打硬仗 的 人 
2018-07-08,000063.SZ,中兴通讯 管理层 换血 徐子阳 为 新任 总裁 
2018-07-07,000063.SZ,中兴 原高管 团队 集体 告别 传 徐锋 接替 程 立新 出任 终端 CEO 
2018-07-07,000063.SZ,中兴 终端 CEO 程 立新 离职 原 供应链 负责人 徐锋 接替 
2018-07-07,000063.SZ,中兴通讯 原高管 张振辉 人生 如 逆旅 我 亦 是 行人 
2018-07-06,000063.SZ,中兴 开打 下半场 徐子阳 担任 新 总裁 
2018-07-06,000063.SZ,中投 证券 衍生品 策略 周报 
2018-07-06,000063.SZ,恒指 高开 报点 中兴 H股 高开 
2018-07-06,000063.SZ,中兴通讯 高层 大 换血 徐子阳任 总裁 图 简历 
2018-07-06,000063.SZ,中兴通讯 A H股 双双 高开 确认 获美 商务部 暂时 部分 解禁 
2018-07-06,000063.SZ,恒指 开盘 涨 中兴通讯 H股 涨 
2018-07-06,000063.SZ,早间 公告 集锦 中兴通讯 获 部分 解禁 
2018-07-06,000063.SZ,八点 一 氪 中国 上半年 IPO 独角兽 撑起 半边天 徐子阳任 中兴 CEO 首款 民营 中型 液体 运载火箭 研发 完毕 
2018-07-06,000063.SZ,中兴通讯 收到 美 出口 有限 授权 有效期 个 月 
2018-07-06,000063.SZ,中兴通讯 确认 获美 商务部 暂时 部分 解禁 
2018-07-06,000063.SZ,中兴通讯 收到 美国 出口 管理条例 相关 有限 授权 
2018-07-06,000063.SZ,早间 公告 中兴通讯 获美 商务部 部分 解禁 
2018-07-05,000063.SZ,中兴通讯 徐子阳 出任 新 CEO 聚飞光电 少东家 接替 父业 
2018-07-05,000063.SZ,中兴 开打 下半场 新 管理层 任命 出炉 少壮派 上位 
2018-07-05,000063.SZ,中兴 聘任 徐子阳 为 公司总裁 内部 评价 敢于 打硬仗 
2018-07-05,000063.SZ,中兴通讯 新任 高管层 出炉 徐子阳 接任 总裁 职务 
2018-07-05,000063.SZ,公告 精选 天华超净 拟 与 宁德时代 成立 合资 公司 中兴通讯 聘任 徐子阳 为 总裁 
2018-07-05,000063.SZ,月日 晚间 上市公司 十大 重磅 公告 
2018-07-05,000063.SZ,中兴通讯 聘任 徐子阳 为 总裁 王喜瑜 顾 军营 李莹 为 执行 副总裁 
2018-07-05,000063.SZ,中兴通讯 聘任 徐子阳 为 中兴通讯 新 总裁 
2018-07-05,000063.SZ,中兴通讯 不再 聘任 赵先明 先生 为 公司总裁 
2018-07-05,000063.SZ,中兴通讯 董事会 同意 聘任 徐子阳 为 公司总裁 
2018-07-05,000063.SZ,市场 撤资 全部 板块 中兴通讯 巨量 暴跌 
2018-07-05,000063.SZ,深证 成指 再创 调整 新低 
2018-07-05,000063.SZ,中兴通讯 新 管理层 出炉 徐子阳 为 新 CEO 王喜瑜 为 新 CTO 
2018-07-05,000063.SZ,中兴通讯 A股 盘中 跌幅 超 H股 冲高 回落 
2018-07-05,000063.SZ,中兴 新 管理层 出炉 徐子阳 为 新 CEO 
2018-07-05,000063.SZ,传 中兴通讯 任命 徐子阳 为 新任 CEO 
2018-07-05,000063.SZ,南华早报 据悉 中兴通讯 任命 徐子阳 为 新任 首席 执行官 
2018-07-05,000063.SZ,早报 OPPO 被 曝正 研发 折叠 手机 
2018-07-05,000063.SZ,中兴通讯 大跌 报元 
2018-07-05,000063.SZ,大 参考 百度 Apollo 自动 驾驶 巴士 量产 下线 将 在 多 地 开始 使用 
2018-07-05,000063.SZ,中兴通讯 月日 融资 余额 为 亿元 较前 一日 骤降 
2018-07-05,000063.SZ,中兴通讯 徐子阳 将 任 公司总裁 新 京报 财讯 
2018-07-04,000063.SZ,华为 去 东莞 小米 去 武汉 科技 巨头 为何 迁出 一线 城市 
2018-07-04,000063.SZ,龙虎榜 右侧 放量 机构 资金 大笔 买入 这 只 国有 控股 的 快递 公司 值得 关注 
2018-07-04,000063.SZ,中兴 获 暂时 部分 解禁 G 先锋 回归 正轨 
2018-07-04,000063.SZ,通信 设备 行业 更新 风暴 后 回复 平静 行业 消息面 正面 有助 吸引 市场 关注 
2018-07-04,000063.SZ,短线 大涨 后 的 中兴通讯 值得 投资 吗 
2018-07-04,000063.SZ,数据王 超只 个股 破发 市场 底部 将显 
2018-07-04,000063.SZ,美 商务部 对 中兴 暂时 部分 解禁 中兴通讯 A H股 双 飘红 
2018-07-04,000063.SZ,更换 董事会 李 自学 能 带领 中兴 复兴 吗 
2018-07-04,000063.SZ,中兴通讯 现 转机 盘中 一度 大涨 半日 成交 亿 
2018-07-04,000063.SZ,美国 暂时 部分 解除 中兴 禁令 中国 禁售 美国 芯片 巨头 产品 
2018-07-04,000063.SZ,推荐 评级 通信 行业 年 中期 策略 把握 安全 可控 流量 连接 主线 依势 蓄力 固本 培元 
2018-07-04,000063.SZ,机构 五日 抢筹股 主力 资金 大量 流入 
2018-07-04,000063.SZ,中兴通讯 复活 半日 成交 亿 分析师 股价 已 被 低估 
2018-07-04,000063.SZ,禁售 令有 条件 解除 现 一线 转机 中兴通讯 A H股 双 飘红 
2018-07-04,000063.SZ,美 商务部 解禁 中兴 股价 涨至元 
2018-07-04,000063.SZ,港股 异动 获美 暂时 部分 解禁 中兴通讯 现涨 
2018-07-04,000063.SZ,中兴通讯 度过 至暗 时刻 A股 平开 H股 高开 更新 中 
2018-07-04,000063.SZ,中兴通讯 A股 大涨 近 
2018-07-04,000063.SZ,中兴通讯 港股 开盘 涨 
2018-07-04,000063.SZ,月日 早评 A股 三大 股指 集体 低开 中兴通讯 复盘 
2018-07-04,000063.SZ,中兴通讯 直线 拉涨 目前 涨 逾 
2018-07-04,000063.SZ,中兴通讯 大涨 报元 
2018-07-04,000063.SZ,中兴通讯 内部 人士 暂时 部分 解禁 主要 针对 运 维和 售后 
2018-07-04,000063.SZ,中兴通讯 低开 高 走 
2018-07-04,000063.SZ,美国 对 中兴 部分 解禁 后 中兴 港股 涨 
2018-07-04,000063.SZ,月日 股市 早评 三大 股指 集体 下跌 中兴通讯 开盘 持平 
2018-07-04,000063.SZ,中兴通讯 出口 禁令 部分 解禁 暂时 放行 一个月 
2018-07-04,000063.SZ,中兴通讯 A股 平开 H股 现涨 近 
2018-07-04,000063.SZ,中兴通讯 涨停 亿 成交 牛散 现身 抄底 
2018-07-04,000063.SZ,美对 中兴 出口 禁令 暂时 解除 中兴 称 尽快 回复 生产 
2018-07-04,000063.SZ,A股 上演 V 型 反转 走势 持续 杀跌 后 有 反弹 需求 
2018-07-04,000063.SZ,A股 如果 V 请 深 V 
2018-07-04,000063.SZ,美 商务部 暂时 部分 解除 对 中兴通讯 的 出口 禁售 令 
2018-07-04,000063.SZ,猎云 早报 摩拜 将 进驻 美团 APP 魅族 首席 战略 官杨 柘 或 已于 近日 离职 徐子阳 将 任 中兴通讯 总裁 
2018-07-04,000063.SZ,中兴通讯 昨 强势 涨停 破产 传闻 不攻 而 破 
2018-07-04,000063.SZ,巨丰 早评 科技股 带动 市场 反弹 
2018-07-04,000063.SZ,美国商务部 对 中兴通讯 暂时 部分 解禁 
2018-07-04,000063.SZ,美 商务部 对 中兴通讯 暂时 部分 解禁 
2018-07-04,000063.SZ,通信 行业 周报 G 进入 新 阶段 关注 行业 内 机会 点 
2018-07-03,000063.SZ,中兴 新 掌门 拒绝 令 还 没有 解除 要振 整个 公司 信心 
2018-07-03,000063.SZ,中兴通讯 罕见 涨停 亿 成交 背后 有何 故事 
2018-07-03,000063.SZ,十大 异动股 点评 中国软件 获 涨停 N 佳能 异常 波动 停牌 
2018-07-03,000063.SZ,解盘 论市 如何 看待 周二 沪 指 出现 的 金针 探底 
2018-07-03,000063.SZ,中兴 败诉 赔款 亿 这 可能 是 一则 幽灵 消息 
2018-07-03,000063.SZ,龙虎榜 国内 G 龙头 连续 个 跌停 之后 机构 主力 净 买入 超亿 
2018-07-03,000063.SZ,机构 资金 流向 每日 分析 机构 资金 依然 持续 流出 中兴通讯 首日 出现 机构 大举 买入 
2018-07-03,000063.SZ,中兴通讯 A股 尾盘 拉升 逼近 涨停 成交 金额 超 亿元 
2018-07-03,000063.SZ,龙虎榜 机构 探底 回升 机构 仍 是 卖 多 买 少 
2018-07-03,000063.SZ,深 V 反转 中兴 逆袭 茅台 失意 亿 资金 扫货 这 一 板块 
2018-07-03,000063.SZ,中兴 回应 被 破产 为 假消息 已经 做好 了 恢复 经营 预案 
2018-07-03,000063.SZ,涨停板 解密 四大 板块 成 反弹 先锋 月日 
2018-07-03,000063.SZ,龙虎榜 中兴通讯 尾盘 涨停 银河证券 绍兴 营业部 买入 超 万元 
2018-07-03,000063.SZ,中兴通讯 A股 今日 涨停 两 机构 席位 卖出 万元 
2018-07-03,000063.SZ,港股 异动 中兴通讯 A股 涨停 港股 拉升 
2018-07-03,000063.SZ,中兴通讯 今日 收盘 涨停 股价 报收 于元 
2018-07-03,000063.SZ,亿 资金 争夺 股 主力 资金 重点 出击 股 名单 
2018-07-03,000063.SZ,A股 午后 上演 V 型 反转 创业板 领涨 逾 军工 芯片 强势 崛起 
2018-07-03,000063.SZ,中兴通讯 放量 涨停 回应 称 被 破产 为 假消息 
2018-07-03,000063.SZ,巨丰 资金 流向 两市 放量 强势 反弹 软件 服务 板块 成 吸金 王 
2018-07-03,000063.SZ,中兴通讯 A股 涨停 封单 超 万手 成交额 亿 
2018-07-03,000063.SZ,中兴通讯 近 万手 封 涨停 成交额 超过 亿元 
2018-07-03,000063.SZ,中兴通讯 尾盘 涨停 成交额 亿元 
2018-07-03,000063.SZ,中兴通讯 尾盘 拉升 一度 涨 逾 
2018-07-03,000063.SZ,中兴通讯 临近 尾盘 快速 拉升 一度 大涨 
2018-07-03,000063.SZ,中兴通讯 尾盘 强势 拉升 冲击 涨停 成交 超 亿元 
2018-07-03,000063.SZ,中兴通讯 大涨 报元 
2018-07-03,000063.SZ,中兴通讯 大涨 报元 
2018-07-03,000063.SZ,中兴 回应 破产 传闻 核心 资产 被 烽火 科技 收购 为 假消息 
2018-07-03,000063.SZ,中兴 新任 董事长 受任 于 败军 之际 奉命 于 危难 之间 李 自学 能否 带领 中兴 逆风 翻盘 
2018-07-03,000063.SZ,乘风破浪 勇往直前 刷屏 MWC 上海 中兴 G 待续 辉煌 
2018-07-03,000063.SZ,A股 探底 反弹 中兴通讯 涨停 新 京报 财讯 
2018-07-02,000063.SZ,中兴通讯 回应 破产 传闻 假消息 
2018-07-02,000063.SZ,机构 资金 流向 每日 分析 机构 资金 呈现 全 行业 流出 多方 力量 被 全面 压制 
2018-07-02,000063.SZ,中兴通讯 大跌 报元 
2018-07-02,000063.SZ,中兴通讯 跌创 年度 新低 报元 
2018-07-02,000063.SZ,中兴 股东大会 殷一民向 股东 道歉 对 未来 抱 有 充分 信心 
2018-07-02,000063.SZ,药明 康德 拟 发行 H股 中毅达 今起 复牌 披星 戴帽 
2018-07-02,000063.SZ,超级 牛散章 建平 难逃 被 割 韭菜 命运 高位 接盘 中兴通讯 
2018-07-02,000063.SZ,宁德时代 短短 来天 股价 翻番 紫光 减持 中芯 国际 
2018-06-30,000063.SZ,中兴通讯 名原 董事会 成员 集体 辞职 
2018-06-30,000063.SZ,中兴 名原 董事会 成员 辞职 李 自学 任新 董事长 
2018-06-30,000063.SZ,中兴通讯 新老 董事会 交接 严格 履行 和解 协议 待 拒绝 令 解除 
2018-06-29,000063.SZ,中兴通讯 组建 新 董事会 殷一民 辞职 李 自学 任 董事长 
2018-06-29,000063.SZ,中兴通讯 选举 李 自学 为 董事长 原名 董事 辞职 
2018-06-29,000063.SZ,中兴通讯 董事会 大 换血 李 自学 任 董事长 禁令 影响 几何 未来 战略 何从 看 股东会 大 焦点 
2018-06-29,000063.SZ,中兴通讯 同意 向 中国银行 国开行 深圳市 分行 申请 授信额度 
2018-06-29,000063.SZ,李 自学 当选 中兴通讯 第七届 董事会 董事长 
2018-06-29,000063.SZ,中兴通讯 选举 李 自学 先生 为 公司 第七届 董事会 董事长 
2018-06-29,000063.SZ,中兴通讯 原 十四名 董事 一致同意 辞去 董事 职务 选举 李 自学 为 董事长 
2018-06-29,000063.SZ,十大 关键点 看 懂 中兴通讯 股东大会 候选 新 董事会 成员 集体 亮相 
2018-06-29,000063.SZ,武汉邮科院 和 电信 研究院 合并 电信 国家队 呼之欲出 
2018-06-29,000063.SZ,中兴 董事长 殷一民向 股东 道歉 公司 将 快速 恢复 运营 
2018-06-29,000063.SZ,中兴通讯 董事长 殷一民 企业 不 应 包揽 自己 所有 的 供应链 
2018-06-29,000063.SZ,一线 中兴通讯 董事长 向 股民 道歉 称 后续 经营 很快 恢复 常态 
2018-06-29,000063.SZ,中兴 提案 将 独董 津贴 由 每年 税前 万涨 到 万 小 股东 建议 延后 执行 
2018-06-29,000063.SZ,中兴 提案 将 独董 津贴 由 每年 税前 万涨 到 万 小 股东 建议 延后 执行 
2018-06-29,000063.SZ,中兴通讯 股东大会 今日 召开 拒绝 令 尚未 解除 或 将 重组 董事会 
2018-06-29,000063.SZ,G 时代 生死 抉择 沉沦 还是 崛起 
2018-06-29,000063.SZ,股价 下跌 给 股东 带来 损失 中兴通讯 董事长 殷一民 非常 愧疚 对不起 大家 
2018-06-29,000063.SZ,中兴通讯 赵先 明中兴 在 G 技术 上 有 三个 领先 
2018-06-29,000063.SZ,中兴通讯 总裁 赵先明 目前 没有 客户 大规模 取消 订单 
2018-06-29,000063.SZ,中兴通讯 董事长 殷一民 过去 两个 半月 没 得到 银行 一分钱 贷款 我们 靠 积累 保持 了 现金流 稳定 
2018-06-29,000063.SZ,中兴通讯 殷一民 离职 人数 同比 去年 差异 约百人 核心 人才 无 流失 
2018-06-29,000063.SZ,中兴通讯 赵先 明中兴 在 G 技术 上 有 三个 领先 
2018-06-29,000063.SZ,中兴通讯 殷一民 离职 人数 同比 去年 差异 约百人 核心 人才 无 流失 
2018-06-29,000063.SZ,中兴通讯 董事长 殷一民 公司 上下 抱 有 充分 信心 
2018-06-29,000063.SZ,中兴通讯 殷一民 对 新 的 董事会 有 极 高 的 信任 和 期望 
2018-06-29,000063.SZ,中兴 总裁 赵先明 业绩 不可避免 地 受到 很大 影响 尽 最大 努力 挽回 
2018-06-29,000063.SZ,中兴 总裁 赵先明 禁令 对 研发 无 严重 影响 解除 后 很 短时间 将 恢复正常 
2018-06-29,000063.SZ,中兴通讯 候选 执行 董事 李 自学 将 在 拒绝 令 解除 后 尽快恢复 生产 
2018-06-29,000063.SZ,中兴通讯 殷一民 希望 现金 用 在 实处 对 利润分配 投了 反对票 
2018-06-29,000063.SZ,中兴通讯 候选 执行 董事 李 自学 将 在 拒绝 令 解除 后 尽快恢复 生产 
2018-06-29,000063.SZ,中兴通讯 殷一民 希望 现金 用 在 实处 对 利润分配 投了 反对票 
2018-06-29,000063.SZ,中兴通讯 跌创 年度 新低 
2018-06-29,000063.SZ,直击 中兴通讯 年度 股东大会 提名 新 董事 候选人 
2018-06-29,000063.SZ,中兴通讯 股东大会 殷一民 赵先明 李 自学 等 将 出席 
2018-06-29,000063.SZ,中兴通讯 今日 上午 将 召开 股东大会 
2018-06-29,000063.SZ,直播 中兴通讯 年 股东大会 
2018-06-29,000063.SZ,等待 中兴 遇见 美好未来 
2018-06-28,000063.SZ,巨丰 热点 武汉邮科院 与 电信 科研 院 重组 获批 通信 板块 活跃 
2018-06-28,000063.SZ,G 概念 迎 久违 回暖 中兴通讯 涨超 
2018-06-28,000063.SZ,Beacon 参众两院 可能 就 中兴通讯 问题 达成 妥协 
2018-06-28,000063.SZ,格力 造芯 明年 出货 这 是 要 挑战 欧美 的 模拟 芯片 地位 吗 
2018-06-26,000063.SZ,港股 异动 中兴通讯 获 瑞银 增持 万股 现 反弹 
2018-06-26,000063.SZ,直击 传 李 自学 将 出任 中兴 新 董事长 官方 不予置评 
2018-06-26,000063.SZ,中兴 新 董事长 浮出 水面 西安 微电子 党委书记 李 自学 将 出任 
2018-06-26,000063.SZ,西安 微电子 党委书记 李 自学 或 出任 中兴 新 董事长 
2018-06-26,000063.SZ,游资 翘板 机构 出逃 中兴通讯 七 跌停 后 巨量 成交 
2018-06-26,000063.SZ,中兴通讯 股价 创 两年 来 新低 月末 将 选出 新 董事 
2018-06-25,000063.SZ,中兴通讯 市值 蒸发 亿 处罚 令 解除 在 望 恒大 入主 FF 成大 股东 
2018-06-25,000063.SZ,亿天量 成交 中兴通讯 终开板 深圳 游资 大举 杀入 机构 趁势 出逃 重大 变数 在 周五 
2018-06-25,000063.SZ,中兴通讯 股票 异常 波动 无应 披露 而 未 披露 事项 
2018-06-25,000063.SZ,月日 A股 龙虎榜 揭秘 机构 净 卖出 股 
2018-06-25,000063.SZ,中兴通讯 A股 股价 异动 不 存在 应 披露 而 未 披露 重大 事项 
2018-06-25,000063.SZ,中兴通讯 被 机构 合卖 亿元 毒瘤 营业部 抄底 只 跌停 股 
2018-06-25,000063.SZ,逾 亿 市值 蒸发 中兴通讯 个 跌停 后 开板 谁 最 受伤 
2018-06-25,000063.SZ,机构 资金 流向 每日 分析 机构 双方 略有 争夺 中兴通讯 成 主战场 
2018-06-25,000063.SZ,数据王 两 行业 百亿 资金 净流出 短期 观望 为主 
2018-06-25,000063.SZ,龙虎榜 大盘 冲高 回落 机构 卖出 加码 
2018-06-25,000063.SZ,中兴通讯 今日 盘中 开板 四 券商 营业部 买入 逾 亿元 
2018-06-25,000063.SZ,中兴通讯 A股 今日 一度 开板 三 机构 席位 卖出 亿元 
2018-06-25,000063.SZ,中兴通讯 A股 收盘 连续 八 跌停 成交量 创 历史 新高 
2018-06-25,000063.SZ,降准 未 改变 股市 资金 格局 中兴通讯 或 已 进入 抄底 时刻 
2018-06-25,000063.SZ,中兴通讯 A股 迎来 连续 个 跌停板 成交 金额 超 亿元 
2018-06-25,000063.SZ,中兴通讯 A股 午后 再度 跌停 成交 金额 超 亿元 
2018-06-25,000063.SZ,快讯 中兴通讯 再度 封 跌停 跌停板 上 仍 有 超 万手 封单 
2018-06-25,000063.SZ,中兴通讯 A股 午后 再度 跌停 成交 超 亿元 
2018-06-25,000063.SZ,中兴通讯 午后 再度 跌停 封单 近 万手 
2018-06-25,000063.SZ,中兴通讯 开板 后 再度 跌停 
2018-06-25,000063.SZ,超亿 资金 流入 撬开 中兴通讯 跌停板 
2018-06-25,000063.SZ,午评 沪 指 微涨 中兴通讯 成交 亿元 
2018-06-25,000063.SZ,中兴通讯 跌停 后 开板 逾 亿 市值 蒸发 基金 浮亏 亿 
2018-06-25,000063.SZ,中兴通讯 第八个 跌停 打开 南方 基金 等 多家 机构 亏损 
2018-06-25,000063.SZ,财 融汇 早间 必读 
2018-06-25,000063.SZ,中兴通讯 A股 七 跌停 后 开板 市值 缩水 逾 亿 
2018-06-25,000063.SZ,中兴通讯 在 香港 一度 涨 A股 现跌 
2018-06-25,000063.SZ,中兴 A股 七连 跌停 后 开板 分钟 成交 金额 超 亿元 
2018-06-25,000063.SZ,快讯 中兴通讯 打开 跌停 分钟 成交量 创记录 
2018-06-25,000063.SZ,中兴通讯 打开 跌停板 股价 累计 缩水 近 六成 
2018-06-25,000063.SZ,中兴通讯 打开 跌停板 成交 金额 超 亿元 
2018-06-25,000063.SZ,中兴通讯 A股 七连 跌停 后 开板 股价 累计 缩水 近 六成 
2018-06-25,000063.SZ,中兴通讯 打开 跌停 成交 逾 亿元 
2018-06-25,000063.SZ,中兴通讯 A股 开板 复牌 以来 跌近 
2018-06-25,000063.SZ,中兴通讯 打开 跌停板 此前 经历 七个 一字 跌停板 更新 中 
