Date,Bid,Descript,pred
2012/7/25,000063.SZ,涓叴閫氳 鑾?涓浗鐢典俊 CDMA 闆嗛噰 椤圭洰 璁㈠崟 ,1
2012/8/17,000063.SZ,涓叴閫氳 宸ョ▼娆?鏀粯 绾犵悍 涓嶄細 閫犳垚 閲嶅ぇ 涓嶅埄 褰卞搷 ,1
2012/8/22,000063.SZ,涓叴閫氳 涓婂崐骞?鍑€鍒?鍚屾瘮 闄?鑷?,1
2012/8/23,000063.SZ,涓叴閫氳 灏忓箙 涓嬭穼 涓湡 鍑€鍒?鍚屾瘮 闄?,1
2012/8/27,000063.SZ,涓叴閫氳 棣欐腐 楂橀櫌 鎾ら攢 UnionEternal 瀵?涓叴 棣欐腐 鐮翠骇 娓呯畻 鐢宠 ,1
2012/8/28,000063.SZ,涓叴閫氳 璁″垝 灏?浠婂勾 鏅鸿兘鎵嬫満 鍑鸿揣閲?鐩爣 缈荤暘 ,1
2012/8/31,000063.SZ,涓叴閫氳 棣栨 鍩轰簬 鑻辩壒灏?鑺墖 鏅鸿兘鎵嬫満 灏?涓?涓?鏈?鍦?娆ф床 鍙戝敭 ,1
2012/9/5,000063.SZ,鍗撶考 绉戞妧 涓爣 涓叴閫氳 涓変釜 浜у搧 棰勮 閲戦 绾?涓囧厓 ,-1
2012/9/10,000063.SZ,浼?涓叴閫氳 绛?鎵嬫満 鐢熶骇鍟?涓爣 涓?绉诲姩 鏁板崄浜?G 瀹氬崟 ,1
2012/9/11,000063.SZ,涓叴閫氳 A H鑲?鍙屽弻 璧板急 鍚﹁ 鑾蜂腑 绉诲姩 G 鎵嬫満 瀹氬崟 ,1
2012/9/11,000063.SZ,涓叴閫氳 鍚﹁ 涓爣 涓?绉诲姩 鏁板崄浜?G 瀹氬崟 ,1
2012/9/14,000063.SZ,缇庡浗 灏?涓叴 鍗庝负 浠?骞?缃戠粶璁惧 鎶曡祫 涓?娣樻卑 ,1
2012/9/15,000063.SZ,鍗庝负 鍜?涓叴 鍦?缇?鍑哄腑 鍚瘉浼?鍚﹁ 濞佽儊 缇庡浗 鍥藉 瀹夊叏 ,1
2012/9/17,000063.SZ,涓叴閫氳 鍚﹁ 濞佽儊 缇庡浗 鍥藉 瀹夊叏 A H鑲?鍙屽弻 璧板急 ,1
2012/9/21,000063.SZ,涓叴閫氳 鎷?鍑哄敭 鎵€ 鎸?涓叴 鐗圭 鍏徃 鑲℃潈 ,-1
2012/10/8,000063.SZ,鎬濈 瀹ｅ竷 缁撴潫 涓?涓叴 闀挎湡 閿€鍞?鍚堜綔浼欎即 鍏崇郴 ,1
2012/10/8,000063.SZ,涓叴 缇庡浗鍥戒細 搴斿綋 鎵╁ぇ 璋冩煡 鑼冨洿 ,1
2012/10/8,000063.SZ,涓叴閫氳 琚?鎸?鍙兘 濞佽儊 缇庡浗 瀹夊叏 H鑲?鍔犻€?涓嬫尗 鐜拌穼杩?,-1
2012/10/8,000063.SZ,涓叴閫氳 A H鑲?鏃╃洏 琛ㄧ幇 涓嶄竴鍗?閫?,1
2012/10/8,000063.SZ,缇庝紬璁櫌 鎯呮姤 濮斿憳浼?璁ゅ畾 鍗庝负 涓叴 骞查 璇ュ浗 閫氫俊 缃戠粶 ,1
2012/10/9,000063.SZ,涓叴閫氳 涓?鎬濈 缁堟 鎴樼暐 鍚堜綔 鏃?閲嶅ぇ 涓嶅埄 褰卞搷 ,1
2012/10/9,000063.SZ,涓叴閫氳 鍐?閬?鎵撳帇 鎬濈 鍐冲畾 缁堟 鍚堜綔 H鑲?鐜拌穼 閫?,1
2012/10/10,000063.SZ,鍟嗗姟閮?寮虹儓 鍙嶅 缇庡浗浼?璋冩煡鎶ュ憡 涓叴 H鑲?灏剧洏 鍙嶅脊 杩?,1
2012/10/10,000063.SZ,涓叴 杩為亣 楹荤儲 绉?鏆傛棤 閲嶅ぇ 涓嶅埄 褰卞搷 H鑲?鏃╃洏 閫嗗競 鍙嶅脊 ,1
2012/10/11,000063.SZ,涓滄柟 璇佸埜 閫氫俊 璁惧 鏈潵 琛屼笟 鍙嶈浆 閲嶇偣 灏?鐪?TDLTE 鍙戝睍瓒嬪娍 ,-1
2012/10/14,000063.SZ,涓叴閫氳 棰勮 鍓嶅鍑€ 浜?浜?,1
2012/10/15,000063.SZ,缇庨摱 缇庢灄 涓叴閫氳 涓氱哗 浜?绗笁瀛?瑙佸簳 缁存寔 涔板叆 璇勭骇 ,1
2012/10/15,000063.SZ,缇庡浗鍥戒細 鍚姩 瀵瑰崕 涓?涓叴 绗簩杞?璋冩煡 ,-1
2012/10/15,000063.SZ,涓叴 璺屽仠 H鑲?鐜版尗 杩?鍓嶄笁瀛?棰勪簭 瓒呬嚎 ,1
2012/10/15,000063.SZ,涓叴 绠＄悊灞?鍐冲畾 闆嗕綋 闄嶈柂 骞?灏?閲嶅 鍖哄煙 浜у搧 鎴樼暐 甯冨眬 ,-1
2012/10/16,000063.SZ,涓噾鍏徃 涓叴閫氳 鑲′环 鍦?鍧?浠ヤ笅 搴旇 浼?鏈?瓒呰穼 鍙嶅脊 鏈轰細 ,1
2012/10/16,000063.SZ,涓叴 绠＄悊灞?绉?绗洓瀛?灏?鍏ㄥ姏 鍑忚礋 H鑲?鎸佺画 鍙嶅脊 鐜版定 杩?,1
2012/10/16,000063.SZ,涓叴閫氳 A H鑲?鏃╃洏 璧板娍 鍒嗗寲 缁х画 涓嬫尗 閫?,1
2012/10/16,000063.SZ,鍒嗘瀽 绉?涓叴閫氳 浣庝环 绔炰簤 涓?宸ㄤ簭 鍩嬩笅 闅愭偅 ,1
2012/10/16,000063.SZ,涓叴 鎬昏 璐?鍦?鎴樻湳 鍜?鎵ц 璺緞 涓?鎵€鏈?绠＄悊灞?灏?鍑忚柂 涓€鍗?,1
2012/10/17,000063.SZ,涓叴閫氳 鏃╃洏 绐勫箙 闇囪崱 璺屽箙 鏈夋墍 鏀剁獎 ,-1
2012/10/17,000063.SZ,閮ㄥ垎 澶?璧勯噾 鎻愬墠 鍑洪€?涓叴閫氳 ,1
2012/10/18,000063.SZ,涓叴 鏄庣‘ 鍚﹁ 瑁佸憳 涓囦汉 浼犻椈 A H鑲?鐩樹腑 娑ㄨ穼 鍒嗗寲 ,1
2012/10/18,000063.SZ,涓叴 鏄庣‘ 鍚﹁ 灏?瑁佸憳 涓囦汉 浼犻椈 ,1
2012/10/19,000063.SZ,涓叴閫氳 灏?杩涜 涓氬姟 璋冩暣 浠ユ湡 灏藉揩 鑴卞洶 ,1
2012/10/22,000063.SZ,涓叴閫氳 绛?澶氬 鍏徃 鍏ュ洿 鍥藉鐢电綉 EPON 閲囪喘 椤圭洰 渚涘簲鍟?,-1
2012/10/25,000063.SZ,涓叴閫氳 鍓?涓夊搴?鍑€浜忔崯 绾?,1
2012/10/25,000063.SZ,涓叴閫氳 绗笁瀛ｅ害 鍑€浜忔崯 绾?,-1
2012/10/26,000063.SZ,鐢抽摱涓囧浗 涓叴閫氳 鎴樼暐 璋冩暣 鎴愭晥 鏈夊緟 瑙傚療 涓嬭皟 鍏?鐩堝埄 棰勬湡 ,-1
2012/10/30,000063.SZ,鎶ュ憡 绉?涓叴閫氳 绗笁瀛ｅ害 鎴?鍏ㄧ悆 绗洓 澶?鏅鸿兘鎵嬫満 鐢熶骇鍟?,1
2012/11/5,000063.SZ,鍗板害 灏?涓叴 绛?涓浗鐢典俊 浼佷笟 浜?灏兼硦灏?澧炶 閫氫俊 璁炬柦 鍙?璀﹀憡 ,1
2012/11/9,000063.SZ,鍥戒俊 璇佸埜 閫氫俊 琛屼笟 鍒嗗寲 鏄庢樉 ,1
2012/11/14,000063.SZ,涓夊搴?鍏ㄧ悆 鏅鸿兘鏈?閿€閲?杩?浜块儴 涓叴 涓囬儴 灞?绗洓 ,1
2012/11/16,000063.SZ,涓叴閫氳 浠?浜垮悜 寤洪摱 鍥介檯 鍑哄敭 闀块 鎶曡祫 鑲℃潈 ,1
2012/11/19,000063.SZ,涓叴閫氳 鍐?鍗?璧勪骇 鑷垜 閫犺 ,1
2012/11/26,000063.SZ,涓叴閫氳 宸?鍚?缇?鎻愬嚭 瑙ｅ喅鏂规 璇佹槑 浜у搧瀹夊叏 ,1
2012/11/27,000063.SZ,娑堟伅 绉?涓叴 涓?瑗跨彮鐗?鐢典俊 鍟?鎻愪緵 浜?娆у厓 鍗栨柟 淇¤捶 ,1
2012/11/29,000063.SZ,瀹変俊 璇佸埜 鏃犵嚎閫氫俊 鏈夋湜 鏄庡勾 杩庢潵 琛屼笟鎬?鏈轰細 ,-1
2012/12/3,000063.SZ,涓滄柟 璇佸埜 寤鸿 浠?鏄庡勾 浜屽搴?寮€濮?瓒呴厤 閫氫俊 琛屼笟 ,1
2012/12/4,000063.SZ,涓叴閫氳 涓?鍥藉紑琛?绛捐 浜跨編鍏?铻嶈祫 鍗忚 ,1
2012/12/4,000063.SZ,渚负 璐?涓叴閫氳 涓氱哗 鍚?濂?鏃?灏?閫夋嫨 閫€浼?,1
2012/12/8,000063.SZ,涓叴閫氳 绠＄悊灞?闆嗕綋 闄嶈柂 ,-1
2012/12/9,000063.SZ,娆х洘 鏂囦欢 绉?鍗庝负 涓叴 浠?浣庝簬 甯備环 鍊鹃攢 浜у搧 ,1
2012/12/13,000063.SZ,澶栦氦閮?鏈?娆х洘 灞ヨ 鍙嶅 璐告槗 淇濇姢 鎵胯 閬垮厤 瀵瑰崕 涓?涓?涓叴 閲囧彇 闄愬埗 鎺柦 ,1
2012/12/14,000063.SZ,涓浗 鍏ㄩ€?涓?涓叴 璁?渚涘簲 鍗忚 ,-1
2012/12/18,000063.SZ,娆х洘 鏈€鏃?鏁板懆 鍐?灏?鍐冲畾 鏄惁 瀵瑰崕 涓?鍜?涓叴 灞曞紑 璋冩煡 ,1
2012/12/19,000063.SZ,涓叴閫氳 鍗板害 瑁佸憳 灏?鍦?鍏ㄧ悆 鑼冨洿 鍐?鍓婂噺 鎴愭湰 ,1
2012/12/19,000063.SZ,涓叴閫氳 宸?鎴愪负 涓浗绉诲姩 鍙?涓浗鐢典俊 鏈€澶?鐢佃 璁惧 渚涘簲鍟?,1
2012/12/21,000063.SZ,涓浗 鍏ㄩ€?涓?涓叴閫氳 鍚堜綔 鏃犵嚎 鏁版嵁 浜у搧 姣涘埄鐜?鍙?鍗囪嚦 ,-1
2012/12/25,000063.SZ,ST 褰撲唬 涓?涓叴閫氳 绛?鎴樼暐 鍚堜綔 鍗忚 ,1
2012/12/28,000063.SZ,涓叴閫氳 鍑哄敭 涓叴 鍔涚淮 鑲′唤 鑾峰埄 閫?,-1
2012/12/31,000063.SZ,涓叴閫氳 涓婃定 绾?涓?鎵簭 涓嶆儨 涓夊害 鍗栧瓙 ,-1
2013/1/5,000063.SZ,鍥芥嘲鍚涘畨 宸ヤ俊閮?鍏夌氦 鍏ユ埛 瑙勮寖 闅句互 淇冭繘 閫氫俊 琛屼笟 鎶曡祫 澧為暱 ,1
2013/1/9,000063.SZ,涓叴 鍙戝竷 杩勪粖 鏈€钖?鍥涙牳 鎵嬫満 GrandS 浠呭帤 姣背 闄勫浘 ,1
2013/1/14,000063.SZ,涓叴閫氳 鏇叉檽杈?绛?浜斾汉 褰撻€?涓?鍏徃 绗叚灞?钁ｄ簨浼?鐙珛 钁ｄ簨 ,1
2013/1/18,000063.SZ,涓滄柟 璇佸埜 G 鎶曡祫 鏈夋湜 鎸佺画 寤鸿 鍏虫敞 涓叴閫氳 绛?,1
2013/1/20,000063.SZ,涓叴閫氳 棰勮 骞?涓€瀛ｅ害 瀹炵幇 鐩堝埄 ,1
2013/1/20,000063.SZ,涓叴閫氳 棰勮 骞?鍑€鍒╂鼎 鍚屾瘮 鐢辩泩 杞簭 鍑€浜忔崯 浜?,-1
2013/1/21,000063.SZ,娴烽€?璇佸埜 涓叴閫氳 瀛ｅ害 瀹炵幇 鎵簭 鏄?澶?姒傜巼 浜嬩欢 ,1
2013/1/21,000063.SZ,涓叴閫氳 A H鑲?鐩樺垵 鍙屽弻 璧颁綆 鏂?鍘诲勾 鍏ㄥ勾 鍑€浜?鏈€ 澶氫嚎 ,1
2013/1/21,000063.SZ,涓叴閫氳 骞?鍏徃 灏?娣卞叆 鍙嶆€?浜忔崯 鍘熷洜 ,-1
2013/1/22,000063.SZ,骞冲畨 璇佸埜 涓叴閫氳 鐩堝埄 澶嶈嫃 浠?鍦?闀挎湡 ,-1
2013/1/23,000063.SZ,瀹変俊 璇佸埜 鏈?閫氫俊 琛屼笟 鎶曡祫 绛栫暐 鏈?涓夋潯 绾跨储 ,1
2013/1/30,000063.SZ,娆х洘 璐告槗 瀹樺憳 瑕佹眰 鍗庝负 鍜?涓叴 灏?鍑哄彛鍟嗗搧 浠锋牸 涓婅皟 ,1
2013/1/31,000063.SZ,鐟為摱 璇佸埜 棰勮 涓叴閫氳 鏈潵 涓夊勾 鏀跺叆 澧為暱 灏?鏀剧紦 ,1
2013/2/1,000063.SZ,缇庡浗 灏?瀵瑰崕 涓?涓叴 绛?鍏徃 浜у搧 鍙戣捣 璋冩煡 ,1
2013/2/4,000063.SZ,涓叴閫氳 鏃╃洏 涓€璺?璧颁綆 鍏徃 浜у搧 閬亣 缇?璋冩煡 ,-1
2013/2/18,000063.SZ,涓叴閫氳 鍓€昏 鑷?鏇?琚?涓嬪矖 ,1
2013/2/19,000063.SZ,涓叴閫氳 瀹樻柟 寰崥 鍚﹁ 楂樼 琚?鐐?涓?绠＄悊 瀹舵棌鍖?,-1
2013/2/19,000063.SZ,涓叴閫氳 瀹舵棌鍖?鎯?浜夎 H鑲?鐜拌穼杩?,1
2013/2/19,000063.SZ,涓叴閫氳 钁ｄ簨闀?涔嬪瓙 鍗囦换 楂樼骇 鍓€昏 瀹舵棌鍖?鎯?浜夎 ,1
2013/2/19,000063.SZ,涓叴 鍥炲簲 鍓€昏 琚?涓嬪矖 绯?鍏徃 鍐呴儴 姝ｅ父 杞€?璋冩暣 ,1
2013/2/20,000063.SZ,涓叴閫氳 鍚﹁ 瀹舵棌鍖?H鑲?鏃╃洏 鍙嶅脊 閫?,-1
2013/2/23,000063.SZ,涓叴 浠婂勾 闈复 骞宠　 闅鹃 涓€瀛ｅ害 鎴?杩?灏?澶ф壒 瑁佸憳 ,1
2013/2/25,000063.SZ,涓叴閫氳 鏂?浠婂勾 鏅鸿兘鎵嬫満 涓氬姟鏀跺叆 澧?涓夋垚 ,1
2013/2/25,000063.SZ,涓叴 涓€瀛ｅ害 鎭愭湁 瑁佸憳 楂樺嘲 A H鑲?鏃╃洏 鍙屽弻 璧板急 ,1
2013/2/27,000063.SZ,涓叴閫氳 鐩樹腑 琛ㄧ幇 涓嶄織 H鑲?鐜版定 閫?,1
2013/3/5,000063.SZ,涓叴 鍜?鑻辩壒灏?杈炬垚 鏅鸿兘鎵嬫満 鎴樼暐 鍚堜綔 鍗忚 ,1
2013/3/5,000063.SZ,涓叴 瀹ｅ竷 涓?鑻辩壒灏?杈炬垚 鏂颁竴浠?鏅鸿兘鎵嬫満 鎴樼暐 鍚堜綔 鍗忚 ,1
2013/3/6,000063.SZ,涓叴閫氳 浠婃棩 浜ゆ槗 寮傚姩 娑ㄨ穼骞?鍋忕 鍊?,1
2013/3/6,000063.SZ,涓叴 涓?鑻辩壒灏?杈炬垚 鍚堜綔 鍗忚 娑ㄥ仠 H鑲?鐜版定 閫?,1
2013/3/6,000063.SZ,涓叴閫氳 鏀鹃噺 娑ㄥ仠 鍏徃 涓?鑻辩壒灏?杈炬垚 鏅鸿兘鎵嬫満 鎴樼暐 鍚堜綔 鍗忚 ,1
2013/3/6,000063.SZ,閫氫俊 璁惧 鑲℃棭 鐩?璧板己 涓叴閫氳 娑ㄥ仠 ,-1
2013/3/7,000063.SZ,涓叴閫氳 鏃╃洏 鍐嶇幇 鎷夊崌 琛屾儏 A H鑲?榻愭定 澶氶噸 鍒╁ソ 浜戦泦 ,1
2013/3/7,000063.SZ,闀挎睙 璇佸埜 G 杩涚▼ 鍐?鍔犻€?鍏ㄩ潰 鍒╁ソ 閫氫俊 琛屼笟 ,-1
2013/3/8,000063.SZ,涓俊璇佸埜 G 鐩涘 寮€鍚?涓婅皟 閫氫俊 璁惧 琛屼笟 璇勭骇 鑷?寮轰簬 澶?甯?,1
2013/3/8,000063.SZ,瀹変俊 璇佸埜 浠婂勾 閫氫俊 璁惧 琛屼笟 娉ㄥ畾 瑙﹀簳 鍙嶅脊 鍏ㄩ潰 澶嶅叴 ,-1
2013/3/11,000063.SZ,涓叴閫氳 鍚﹁ 瑁佸憳 鎵╁ぇ 绉?浜轰簨 璋冩暣 楂樺嘲 宸茶繃 ,-1
2013/3/11,000063.SZ,涓叴閫氳 鑲′环 鍒锋柊 骞村唴 楂樼偣 杩炵画 浜旀棩 璧板己 ,1
2013/3/11,000063.SZ,涓叴閫氳 鎴?鎵╁ぇ 瑁佸憳 鑼冨洿 涓ゆ垚 鍛樺伐 棰勮 琚?浼樺寲 ,1
2013/3/12,000063.SZ,涓叴 鍚﹁ 鎵╁ぇ 瑁佸憳 鑲′环 鏈彈 鎻愭尟 A H鑲?鐩樹腑 榻愯穼 ,-1
2013/3/12,000063.SZ,涓叴閫氳 缁х画 鎵╁ぇ 瑁佸憳 鑼冨洿 鏄?娌℃湁 鐨?浜?,1
2013/3/12,000063.SZ,涓叴 鍘诲勾 鍑忓憳 绾?浜?璋冩暣 浠?鍦?缁х画 ,-1
2013/3/12,000063.SZ,涓叴 鍘诲勾 鍑忓憳 绾?浜?璋冩暣 浠?鍦?缁х画 ,-1
2013/3/12,000063.SZ,涓叴閫氳 绉?缁х画 鎵╁ぇ 瑁佸憳 鑼冨洿 鏄?娌℃湁 鐨?浜?,1
2013/3/13,000063.SZ,涓俊 寤烘姇 鍥藉唴 G 鍙戝睍 寤鸿 灏?淇冭繘 涓叴閫氳 涓氱哗 鎻愰珮 ,1
2013/3/13,000063.SZ,涓叴 绉?瑁佸憳 杩囦簬 澶稿紶 鍏蜂綋 鏁版嵁 鏈堝簳 鎶湶 ,1
2013/3/13,000063.SZ,涓叴閫氳 瑁佸憳 缂╁噺 绾?浜?,1
2013/3/13,000063.SZ,涓叴閫氳 鍥炲簲 瑁佸憳 浼犻椈 鐨?鏁板瓧 杩囦簬 澶稿紶 ,1
2013/3/14,000063.SZ,涓叴閫氳 浠婃棩 浜ゆ槗 寮傚姩 娑ㄨ穼骞?鍋忕 鍊?,1
2013/3/14,000063.SZ,G 鍙戠墝 鎴?骞村唴 钀藉疄 涓叴閫氳 H鑲?鏀舵定 ,-1
2013/3/14,000063.SZ,涓叴 鏂?鏄庡勾 鍦?娆ц幏 澶ч噺 涓撳埄 璁よ瘉 灏剧洏 鏀鹃噺 娑?閫?,1
2013/3/14,000063.SZ,涓俊 寤烘姇 涓叴閫氳 浠婂勾 鏈夋湜 閫愭 璧板嚭 浣庤胺 涓氱哗 閫愬 鍚戜笂 ,-1
2013/3/14,000063.SZ,涓叴閫氳 棰勮 骞?灏?鍦?娆ф床 鑾峰彇 澶ч噺 涓撳埄 璁よ瘉 ,1
2013/3/14,000063.SZ,鑳滃埄 璇佸埜 涓叴閫氳 鐩爣浠?鍏?姝㈡崯 浠峰厓 ,1
2013/3/15,000063.SZ,涓叴閫氳 浠?G 浜т笟閾?瑙掑害 瀹¤ 鍏徃 浠峰€?,1
2013/3/15,000063.SZ,涓叴 鎷?鍦?鍗板害 鍔犳帹 鏅鸿兘鎵嬫満 鍐€ 甯﹀姩 钀ユ敹澧?,1
2013/3/15,000063.SZ,涓叴閫氳 鎸戞垬 骞寸嚎 ,1
2013/3/15,000063.SZ,涓叴 娆ф床 鐢宠涓撳埄 浠?涓洪 瀹?杩涘叆 鐢宠閲?鍓嶅崄 涓紒 ,1
2013/3/15,000063.SZ,涓俊璇佸埜 G 鎶曡祫 寰楀埌 楠岃瘉 閫氫俊 璁惧 琛屼笟 鐩涘 寮€鍚?,1
2013/3/15,000063.SZ,鍏翠笟 璇佸埜 涓浗绉诲姩 G 寤鸿 姝ｅ紡 鍚姩 鍏虫敞 閫氫俊 璁惧 琛屼笟 ,1
2013/3/15,000063.SZ,鍥介噾 璇佸埜 涓浗绉诲姩 鎶曡祫瑙勬ā 瓒?棰勬湡 鎻愭尟 閫氫俊 璁惧 琛屼笟 ,1
2013/3/18,000063.SZ,涓叴 澹版槑 绉?鍗庝负 璇夎 瀵?鍏ㄧ悆 閿€鍞?涓嶄細 浜х敓 褰卞搷 ,-1
2013/3/18,000063.SZ,涓叴閫氳 涓轰綍 鑳藉ぇ娑?,1
2013/3/18,000063.SZ,閫氫俊 璁惧 琛屼笟 閲嶇偣 鍏虫敞 鏃犵嚎 鍜?浼犺緭 ,1
2013/3/19,000063.SZ,鏁︽矝 閲戣瀺 涓叴閫氳 涔板叆 璇勭骇 鐩爣浠?鍏?,-1
2013/3/19,000063.SZ,涓叴閫氳 楂樺眰 琚?鎸?娑夊珜 琛岃纯 閬?钂欏彜 鍙嶈椽灞€ 閫崟 ,1
2013/3/19,000063.SZ,涓叴閫氳 鍥炲簲 钂欏彜鍥?琛岃纯 鎶ラ亾 涓€鐩?閬靛畧 鎵€鍦ㄥ浗 娉曞緥 ,1
2013/3/19,000063.SZ,寰烽櫌 鍒ゅ喅 涓叴 渚电姱 鍗庝负 G 涓撳埄 涓叴 灏?涓婅瘔 ,1
2013/3/19,000063.SZ,鍗庝负 涓叴 婵€鎴?涓撳埄 娆ф床 甯傚満 LTE 鎴?鐒︾偣 ,-1
2013/3/19,000063.SZ,鏃╂姤 浼?涓叴閫氳 鍦?钂欏彜鍥?琛岃纯 楂樼 琚?缇佹娂 ,1
2013/3/19,000063.SZ,涓叴 鍗庝负 鍙?鏇?涓撳埄 绾犵悍 ,1
2013/3/19,000063.SZ,閫氫俊 璁惧 琛屼笟 涓?绉诲姩 鎶曡祫 瓒?棰勬湡 鍏虫敞 閫?妫夎 琛屾儏 ,-1
2013/3/20,000063.SZ,涓叴閫氳 瑁佸憳 鐦﹁韩 寮曠儹璁?鎷?鍊?璋冩暣 鍖栧嵄 涓烘満 ,1
2013/3/20,000063.SZ,鍗庝负 涓叴 娆ф床 甯傚満 婵€鎴?涓撳埄 ,1
2013/3/20,000063.SZ,涓叴閫氳 鍗峰叆 楂樼 琛岃纯 涓戦椈 鍥炲簲 绉?鍏徃 涓氬姟 姝ｅ父 寮€灞?,1
2013/3/20,000063.SZ,涓叴閫氳 鍗峰叆 楂樼 琛岃纯 涓戦椈 鍥炲簲 绉?鍏徃 涓氬姟 姝ｅ父 寮€灞?,1
2013/3/20,000063.SZ,鍗庝负 涓叴 鍦?娆ф床 灞曞紑 涓撳埄 澶ф垬 涓氬唴 绉板唴鏂?杩?鍥?娌?瀵规墜 ,1
2013/3/20,000063.SZ,閫氫俊 琛屼笟 鍛ㄦ姤 涓浗绉诲姩 涓婅皟 骞?鎵嬫満 琛ヨ创 鑷?,1
2013/3/21,000063.SZ,鍗庝负 涓叴 娆ф床 涓撳埄 璇夎 鍗囩骇 涓撳 鍛煎悂 鍙屾柟 涓 鍙岃緭 琛屼负 ,-1
2013/3/23,000063.SZ,涓叴閫氳 鑲′环 鍙嶅脊 G 鍌寲鍓?涓氱哗 澶ч€嗚浆 ,1
2013/3/26,000063.SZ,鑳滃埄 璇佸埜 鎺ㄤ粙 涓叴閫氳 鐩爣浠?娓厓 ,1
2013/3/26,000063.SZ,鑳滃埄 璇佸埜 涓叴閫氳 鐩爣浠?娓厓 ,1
2013/3/27,000063.SZ,STCN 鐪?骞存姤 涓叴閫氳 浜у搧 姣涘埄 澶ч檷 鏈熷緟 G 璧疯埅 ,1
2013/3/27,000063.SZ,涓叴閫氳 鐢典俊 琛屼笟 鐢ㄦ埛 绮樻€?渚濆瓨 鎴樼暐 鎶曞叆 蹇?鍥炴姤 ,1
2013/3/27,000063.SZ,涓叴閫氳 鍙戝竷 骞?骞存姤 鍏ㄥ勾 浜忔崯 浜?,1
2013/3/27,000063.SZ,涓叴閫氳 骞?浜忔崯 杈?,1
2013/3/28,000063.SZ,涓叴閫氳 G 鎶曡祫 寮曢 琛屼笟 娓愬叆 鏅皵 鏈?鍏徃 鏈夋湜 鍊?琛屼笟 澶嶈嫃 閲嶅洖 涓婂崌 杞ㄩ亾 ,1
2013/3/28,000063.SZ,涓叴閫氳 骞存姤 鐐硅瘎 鍙楃泭 G 缃戠粶 鎶曡祫 缁堝皢 鎵簭涓虹泩 ,1
2013/3/28,000063.SZ,涓叴 宸ㄤ簭 浜胯秴 鏉庡畞 钁ｄ簨闀?渚负 璐?闄嶈柂 涓冩垚 ,-1
2013/3/28,000063.SZ,涓叴閫氳 浣庝环 鎶?甯傚満 鎷栫疮 涓氱哗 ,1
2013/3/28,000063.SZ,涓叴 涓婂競 骞?棣栫幇 骞村害 浜忔崯 ,-1
2013/3/28,000063.SZ,涓叴閫氳 骞存姤 鐐硅瘎 鍑忔硶 姝ｇ‘ 鐨?绛栫暐 ,1
2013/3/28,000063.SZ,涓叴閫氳 骞存姤 鐐硅瘎 鐜伴噾娴?鍘嬪姏 涓嶅噺 鍏虫敞 鏈夌嚎 浜у搧 ,1
2013/3/28,000063.SZ,涓叴閫氳 骞?骞存姤 鐐硅瘎 鐜伴噾娴?鍘嬪姏 涓嶅噺 鍏虫敞 鏈夌嚎 浜у搧绾?鎭㈠ ,1
2013/3/28,000063.SZ,涓叴閫氳 鍘诲勾 浜?浜?鍑哄敭 瀛愬叕鍙?鑲℃潈 鏀剁泭 绾?浜?,1
2013/3/28,000063.SZ,涓叴閫氳 宸ㄤ簭 浜?棣栨 鎵胯 甯傚満绛栫暐 婵€杩?,-1
2013/3/28,000063.SZ,涓叴閫氳 鐩樹腑 缂╅噺 璋冩暣 鍘诲勾 鍑€浜忔崯 ,-1
2013/3/28,000063.SZ,涓叴閫氳 骞存姤 鐐硅瘎 浜忔崯 骞存姤 涓嶄箯 浜偣 鎵嬫満 涓氬姟 浣庝簬 棰勬湡 ,-1
2013/3/28,000063.SZ,涓叴閫氳 缁堢 涓氬姟鏀跺叆 棣栨 鍑虹幇 涓嬫粦 ,1
2013/3/28,000063.SZ,涓叴閫氳 鍘诲勾 宸ㄤ簭 浜?,1
2013/3/28,000063.SZ,涓崕 閰疯仈 涔?涓叴 鎵嬫満 绔炰簤鍔?鍒嗘瀽 ,1
2013/3/28,000063.SZ,涓叴閫氳 鍘诲勾 宸ㄤ簭 ,-1
2013/3/28,000063.SZ,姣涘埄鐜?涓嬫粦 鎷栫疮 涓氱哗 涓叴閫氳 涓讳笟 宸ㄤ簭 ,-1
2013/3/28,000063.SZ,鏁翠綋 姣涘埄鐜?涓嬮檷 涓叴閫氳 鍘诲勾 浜忔崯 浜?,-1
2013/3/28,000063.SZ,涓叴閫氳 骞?鍑€鍒╂鼎 浜忔崯 ,1
2013/3/28,000063.SZ,涓叴閫氳 鍘诲勾 浜忔崯 浜?,1
2013/3/28,000063.SZ,涓叴閫氳 浜忔崯 浜块毦 鎸?鏈烘瀯 閫嗗娍 鍔犱粨 ,1
2013/3/28,000063.SZ,涓叴閫氳 宸ㄤ簭 浜胯秴 鏉庡畞 钁ｄ簨闀?渚负 璐?闄嶈柂 涓冩垚 ,1
2013/3/28,000063.SZ,涓叴閫氳 鍘诲勾 楂樼 钖叕 鑵版柀 浜忔崯 浜?,1
2013/3/28,000063.SZ,涓叴閫氳 鍘诲勾 鍑€浜?浜?,-1
2013/3/28,000063.SZ,涓叴閫氳 鍘诲勾 浜?,1
2013/3/28,000063.SZ,涓?鏈?鍑哄敭 瀛愬叕鍙?鑲℃潈 鏀剁泭 绾?浜?涓叴閫氳 浠嶄簭 浜?,1
